text,target
"И что? Пришёл предатель Горбачёв, и всё. Мы в жопе. По сей день.",1
"Если бы мы остановились на нашей границе, то мой дед был бы жив.И история моей семьи была бы совсем другой. Намного лучше.",0
Космополитическая Европа,1
Пятиминутка ненависти,0
ЭТО ЧТО ЗА КВЕСТЫ,1
афигет,0
Да вы с ума сошли...,1
"Дайте танк, дайте подвеску,ахаха",0
боже как же они ультуют,0
"Ещё бы знать хоть малейшую подсказку, что собой представляет этот пароль",0
Что происходит...,0
"Ты постоянно ищешь логику - ее здесь нет Теперь ищем, видимо она есть",0
"Дайте хоть подсказку, что это слово, фраза, цифры, да хотя бы отдаленную тематику",0
ну как же они хороши,0
Ну кто еще на российской сцене загадывает ТАКИЕ загадки своему фандому? Только ДТ! . Уникумы.Обожаю. Слава Диме Мозжухину!,1
это что за квест...,0
"Пароль, не шифр, не скрытый смысл В коды страниц песен надеюсь не надо заглядывать",0
Дайте подсказку!,0
пиздец,1
"Массонская ложа, привет",0
НКЕЕЕТ НУ ЗА ЧТО КОЗЛИКА,1
а можно будет просто купить подвеску.. без конкурсов ...,0
"ВЫ СЕРЬЕЗНО РАЗРЕЗАЛИ? ТИПО ОРИГИНАЛЬНУЮ ФИГУРКУ, КОТОРАЯ СТОЯЛА В СЕРВАНТЕ????",1
ОНЕТ КОЗАЧКА,1
ЗА ЧТО КОЗЛЕНКА ГОСПОДИ НЕЕЕТ,1
У меня вообще никаких идей,0
8721235047,0
"Надеюсь выяснится, что ответ лежит на поверхности, в текстах песен. А люди тем временем будут ломать головы, смотря коды страниц и создавая стереогоаммы песен.",0
"ну дайте танк, ну молодцы",0
пароль я надеюсь состоит из цифр...?,0
Сильно плачу! Мне она очень понравилась но на 300к человек получить ее невозможно...,0
"7 клеток, первая буква М",0
Я не понимаю...,0
"Дима сам в курсе, что там есть пароль?",0
"В Пунктире буквально говорится про эту подвеску, может стоить начать оттуда..",0
а подсказка будет?,0
"Первая буква м, клянусь",0
без понятия как это надо будет применять но подвеска упоминается в песне пунктир.... думаем...,0
Конец- 8 М-7 Фамилия-2 Просьба-9? Штрих-12 Пунктир-1 Рекрусия-3 Эфир-5 Сюрприз-2 Гармония - 0 Логика-4 Путь-7 8729121352047,0
"попробовала найти, услышала лишь ты постоянно ищешь логику, ее здесь нет",0
"Что послужило причиной разрезать семейную реликвию? Это же другая козочка, ведь так?",0
ЭТО ВООБЩЕ ВОЗМОЖНО??,0
А дополнительный куплет рекурсии учитывается?,0
"Кстати, похоже это та самая подвеска из Пунктира. Надо будет с этой стороны взглянуть",0
"Это может быть всё что угодно. Победит тот, кто думает как Дмитрий",0
Сложнее Цикады 3301,0
Вот и у нас будут к вечеру безумные глаза под ними круги,0
Мне кажется они там сейчас сидят и смеются над версиями,0
М в начале азбукой морзе зашифровано хахахаха. Уже о многом говорит,0
Код должен быть в буквах или цифрах?,0
Мне ответили холодно блин... На то что это слово хрупко,0
"Ещё же полдня работать, а я ни о чём другом думать не смогу, вы что?!",0
"Мы будем отвечать на письма в порядке получения один раз в день. Их уже очень много. Ответы, оставленные в других местах, не засчитываются. Удачи!",0
"прикиньте, мы так и не отгадаем",0
БЕДНЫЙ КОЗЕЛ,1
Купить можно?,0
А как зовут кошку с обложки человеко часы?,0
Попытка одна или можно несколько раз кинуть? 0,0
Фандом ДТ превращается в клику вхвхвхв,1
КАПЕЦ ЧТО ЗА КВЕСТЫ,1
"Так, я нашла уже очень много подсказок и цифр, закинула к ним на почту вариантик Надеемся на лучшее Сколько у них в каждой песне зашифрованных штук, вы бы видели",0
Где-то я её уже видел,0
"Написали Тепло.... ААААААААААААААААААА Вот к чему нас готовили в детстве, когда давали ребусы",0
Ладно пошли мои знания который нету...,0
КАК ЖЕ ОНИ УЛЬТУЮТ !!,1
Вступите пожайлуста у себя в родном городе !,0
"мне кажется важен звук в видео, который после пилы он точно не просто так",0
Ребята из Дайте танк зашли чересчур далеко...,0
"у кого есть новый песенник, срочно нужны фотки каждого текста песен из этого альбома напишите, пожалуйста",0
Главное чтобы не опередили я разгадал,0
ответили на почту. написали тепло на такую комбинацию 8 7 2 4 12 Х 4 5 3 0 42 7 у меня на сегодня больше нет времени разгадывать ребусы так что мб кому то пригодится. удачи всем,0
"как-то слишком размыто, пароль от чего...",0
"Я знаю пароль, я вижу ориентир",0
Дайте танк ! фанаты гравити фолз,0
Козлика жалко,1
Зачем вы сломали козлика???,1
Блин знаю только пароль от вайфая в раю,0
"Отправила, чёт так волнительно, самой интересно, я хоть частично права?.. Убила на это полтора часа",0
соо дайте мем шпарит в коммах во всю,0
Рабы работают,1
Я иду разгадывать,0
"Ля, это может быть бесконечно....",0
СЕМЬ КЛЕТОК ПЕРВАЯ БУКВА М,1
А говорили что логики нет. Вот вруны,1
Когда резко осознал про какую подвеску пелось в песне Пунктир ДТ лучшие,0
У МЕНЯ ТЕПЛО,1
"я в таких загадках не особо сильна, поэтому я бы такую подвеску купила бы",0
Розыгрыш удался,0
"На счёт пароля хз, но в треке м есть строчки про кроссворд но там очевидно ответ мужчина",0
"это конечно крутая идея и прикол, но одновременно и жестоко обидновое, когда очень любишь ДТ, но не имеешь мозгов в такие ребусы...",0
а долго ждать ответа?,0
забейте! наши дети разберутся лучше нас.... осталось только родить,0
Очень хочется такую штуку,0
"вы там давайте отгадывайте, а варианты пишите мне в лс",0
НИЧЕГО СЕБЕ,0
А я тупая,1
Любой конец - это хорошее начало?,0
"ДОРОГОЙ ДАЙТЕ ТАНК!, МЫ ТАМ УЖЕ В ДАЙТЕ МЕМЕ С УМА СОШЛИ МОРГНИТЕ ДВА РАЗА, ЕСЛИ ТАМ И БУКВЫ И ЦИФРЫ ЛАЙКНИТЕ КОМ, ЕСЛИ ТОЛЬКО ЦИФРЫ И ЕЩЕ, СКАЖИТЕ, ЧТО ЗА КОЗЛИК... МЫ ВСЕ РЫДАЕМ, ЧТО ЭТО ИЗ СЕРВАНТА БАБУШКИ ДИМЫ.... А МОЖЕТ ЭТО ВЩ АЗБУКА МОРЗЕ ждём бал пожилой молодёжи",1
А куда этот пароль?,0
Я жду 5 часов чтоб не ответили долго ещё ждать? Очень взволнована потому что считаю что ответ верный,0
Я хочу быть умным,0
"кто ответил , ставьте лайк потому что кто-то мог бы заполнить цифрами уйму строк, но от скуки восьмерку с ног повернул на бок... поздравляем, приятель, розыгрыш удался",0
ДРУГИ отвлекитесь на мгновенье на котика ! пусть он принесет вам удачу и поможет найти ответ 3,0
"Круто, что во время того, как ищешь пароль в данном альбоме, находишь очень много забавных отсылкок на другие песни. Допустим, Гармония появилась и пропала как молния. В песне Молния есть строчка Я вижу ориентир, я знаю пароль, хотя изначально эта строчка и рассчитывалась как отсылка на другую песню.",0
"Забавы ради решил спросить у DeepSeek, что он своим компьютерным мозгом думает по этому поводу. Берите на вооружение",1
"Надеюсь, что дети разберутся лучше нас! Но свой вариант тоже отправила! Спасибо вам за ваше творчество и такие классные квесты! Заставляете детей шевелить то мозгами, то ногами - искать наклейки по городу, долбить кувалдой лёд, думать весь день - это намного лучше, чем сидеть в гаджетах! Респект, ребята, вы лучшие!",0
"отправил в 4 часа пароль, все еще без ответа.... учитывая, что сейчас после шк набегут дети и накидают ответов - ждать ответ стоит в ближайшие дни....",0
когда нибудь мне ответят на то что я отправила в 12 утра,0
Уже 5 раз тепло...,0
ЧТО В ПРОСЬБЕ МОЖЕТ БЫТЬ,1
Надеюсь мне ответят..,0
"А если цифра правильная, но объяснение неверное, то попытка не засчитывается?",0
Альбом Хрупко был последним альбомом?,0
Возможно цифра 7?,0
"Так разгадали же уже нет? Почему пост появился вчера в шесть часов я заупаталас, или это егор такой скоростной?",0
Это тот самый настоящий козлик из серванта?,0
Вы убили козлика?..,1
"Не читала все комменты, но кажется это будет конкурс на лучший смысл этого евангелического альбома, который есть и которого нет. люблю вас.",0
"Теперь мне очень хочется узнать, что за мастер делал подвеску",0
Опять сейчас южные мусора возьмут в рот письку волосатую и отпустят подозреваемого.,1
Даже если и был бы участником- таким участникам надо гранату в жопу и чеку наружу,1
"Бесись не бесись, по сраному кодексу они не наказуемы,..",1
Шмара ряженая таких на параше рожают через анал,1
Меня весьма заинтересовало то что соседи знают состоит он на воинском учёте или нет,0
"Наверное не стоит использовать СВО как индульгенцию, тогда арманы не смогут прикрываться символикой совершая преступления.",0
Отправить на сво,0
"Отправить на сво в трусах и с палкой ,на поле минное",1
"Обосцать и в сеть выложить ,этого твари боятся больше чем штрафа.",1
"покричали, руками помахали и пошли извинятся!!",0
У него только один выход но он его делать не собирается.,0
"Какое СВО? Он на Карабах положил, а вы за Россию.Галустян Армению в Камеди показал, ФАКТ.",1
Зет -это как оберег сейчас Все цыгане и армяне это прочухали,0
А сам Арман родом из Еревана.,0
Если был бы даже с СВО и что он не наказуем и может делать что хочет творить где и как ему угодно что то бред какой то,0
"Это же кармэн, был бы Валера , посадили",0
Отпитушить и в аул,1
"Отправить его на сво, в штурмовой отряд, тогда ара по другому заговорит",1
Сучий сын..,1
"Всегда было интересно. А какая ваще разница, участник сво преступник или нет? Ну даже если участник сво, то что, надо понять и простить? Напоминает бандитов 90х, с трупом в багажнике, но с крестом на пузе.",0
ВОТ СУКА РЯЖЕНЫЙ.....,1
"Если бы верхушка захотела, давно бы был порядок . Просто им это не выгодно.",0
"Пофиг, народ сам за это топит, мне не жалко уже этот глупый народ. Спасибо президенту",1
Только такой Генерал видео наведёт порядок в полиции!,0
Козлина!!!,1
"Его на сво, форма уже есть, все полученные деньги от контракта на погашение ущерба,родню домой.",0
Самозванца на кол,1
Очень странное поведение полиции?,0
"Менты как всегда оформляют виновных на оте.....сь ,нет тела нет дела.",0
Это же 4урка !,0
В зону СВО отправить там с него спросят.,0
У Арманов в Краснодаре много что схвачено. Они за своих впрягаются. Даже если этот свой мразота беззаконная. Ну и связи да бабки там рулят по кабинетам,1
чиновникам надо видимо где то штукатурить вот и послали за шпатлевкой у так решается,0
"Пусть пол себе менят , шлюха черножопая, быстрее вернет",1
Ну раз символика и камуфляж есть то велкам ту зе в окоп,0
Есть деньги на машину найдутся у диаспоры занести кому надо. Месяц и про него забудут и будет он так же кататься,0
Краснодар это давно кишлак для наркош.Че удивляться.Там полицаи все куплены.,1
ЛДПР ПО МИГРАНТАМ. 88002003333,0
ЛДПР РАЗБИРАЕТСЯ БЫСТРЕЕ.,1
Ара хитрожопая! Да они все такие.,1
А это разве не подпадает под дискредитацию ВС РФ?,0
Суку за дискредитацию ВС РФ по полной на каркалыгу,1
Бла бла бла сахарная вата....,1
Гнать этих чурок из России,1
"Так пусть оправдывает свой маскарад, отправить на СВО",0
"Ничего ему не будет, он же не Ваня!",1
В штурмовики на СВО героя,0
"Да здравствует наше правосудие, самое Покумаемое правосудие на свете.",0
Отпустили. Хорошо наша полиция работает.,0
Там ещё и степашки с чернильницами!,1
"Вот ,кормите этих черных петухов дальше",1
"Форма у него есть, осталось составить добровольное желание",0
"Чё сказать,чурка",1
Многие сейчас косят. Никому не верьте ! Настоящие бойцы на передовой. А это все шалупонь!!!,1
Вот тихо и молча армяшки аккупировали Краснодар и Ростов их оттуда не выгонишь этих братьев,1
На органы разобрать урода,1
Нужно признать его безхозной собакой и усыпить.,1
"Меня зовут Владимир Шеломов. Я президент Федерации. Моя мать Мария Шеломова. А папа Путин. Я еврей Шеломов и как и все евреи в России взял фамилию папы, что бы русские думали, что я свой. На самом деле родина еврея только другой еврей. Потому все мои дружки олигархи евреи. Мой духовный наставник Берл Лазар член еврейской фашистской секты Хабад Любавич ненавидит русский народ всей душой. Моя цель истребить русский народ с моими друзьями еврейскими сатанистами на бессмысленно войне. Я уничтожу понятие право и суды, медицину и образование. Я заселю Россию мигрантами. Я уничтожу русский народ. Сталин выгнал Хабад из СССР за антигосударствнную деятельность, а еврейского нациста Лейбу Бронштейна Троцкого приказал убить. Но в 1991 году Хабад совершил в России самую тихую революцию и захватил власть. С тех пор в России нет у власти русских. Вся власть в руках кочевого народа, паразитов для которых нет родины. Пока народ нищает и становится щепой в костре войны, еврейские олигархи удвоили свое состояние в олигархическо воровской еврейском государстве. Русские просыпаетесь. Я вас уничтожаю.",1
Тварь черножопая,1
"Продажные мрази! Развели грязь, а Люди страдают! Что значит отпустили!?? Био-мусор!",1
"Если армянин назвал вас Другом , значит хочет наебать, если армянин назвал вас Братом , значит уже наебал...",1
"менты давно уже защищают преступников от граждан,а раньше было наоборот",0
Слава Путину!,1
"Проверить бы таракана, на какие средства куплен БМВ, для начала.",0
Чё кулаков нет???,1
Привлечь За Дискредитацию бойцов СВО...,1
"Ой ,а как же отпустили то 100 не кому не заплатил",0
"Как обычно, в героев рядятся последние трусы, вспоминается Полиграф Шариков раненый на колчаковских фронтах",1
От мастурбеков черноочковых что то много вреда последнее время.,1
Иноагентами всех признать,0
"Теперь ему можно всё!!! Паспорт не отбирут, в кишлак не выгонят!!!",1
"Чем больше понтов, тем больше срок. Это надо брать за основу. И сейчас проканает ему слиться, заплатит и всё. Дальше он вообще почувствует безнаказанность и кто то пострадает. Не хватает нашим судьям и прокурорам креатива. Часов так 600 принудительных работ на улице красная, в выходные дни, подметать, сопли и харчкт смывать, бычки собирать. Чтобы поты свои забыть навсегда. Работа так сказать с самооценкой.",0
Будущий герой России и обладатель бесплатной квартиры,0
"Так в чем же дело, отправить за ленточку в штурмовики.",0
А какую привилегию даёт буква z на шмоте? Можно беспределить?,0
Тëмную сделать и всё.,0
"Сертификат на квартиру ему вручите, он и успокоится.",0
опять черножопый что-ли? Не помню чтоб Украинцы себя так вели.,1
"Француз, хули....",1
Диаспора всё уладит .... Так принято...,0
"Русских нет,остались одни продажные шкуры",1
Даже думать про него западло,0
Отправьте на сво в шт торма!!! На 1 год контракта!,0
Армяне рулят,1
"Тесак прости,мы всё просрали",1
Аровокация. Спецом.,1
Да нахер вы вообще их обратно завозите!!! Вывезли там и оставили!,1
"Любого Армана и армяна можно наказать, если заставить власть чесаться и считаться с собой.",1
Шерсть,0
Депортировать,1
Даже свою машину не пожалел.....,0
"Раньше надо было воспитывать Арманку, щас уже поздно, только стрелять его, как собаку бешеную!",1
"Для арманей Россия это газон на котором они просто стригут бабки и пользуют всех и вся в своё удовольствие И если что, сбегут первыми ведь они хитрожопее любых цыганей и евреев",1
Ужасный город забит этими грязными армянами и дешевили шлюхамии ментами как проститутки зарабатывают на дорогах. Продажная грязная конча режима,1
Армяне это грязная нация очень гнилая из 10 если одного нацдншь нормального то это хорошо,1
"Когда власть бездействует закон творят люди. В 90 вся эта черная мразь нос боялась высунуть, а теперь их лобби на самом верху и они неприкосновенные стали.",1
"Граждане, будте бдительны! Подобные паблики с высокой степенью вероятности являются ципсошной хуитой! И армен и бмв и z и сво... ну прям набор клюквы",1
сстр. Лять цуку !,1
"А по поводу того, что он пытался прикрыться что он типа участник СВО, за это ему надо приписать дискредитации армии РФ. А это к тому что он натворил будет хорошим подспорьем.",0
"Так в чем проблема,отправьте воевать,тем более уже одет по форме.",0
Расстрел Армяшку лживую,1
"Участник боевых действий и в целом человек имеющий отношение к МО, должен в первую очередь подавать пример окружающим и в первую очередь будущему поколению, а не иметь какие-либо поблажки от общества в целом! Только тогда его можно называть героем и защитником! А если человек, не важно реальный это участник боевых действий или вот такой фрик, кичится и прикрывается этой атрибутикой, спрос должен быть втройне и по всей строгости военного времени!! Одевая знаки отличия должен понимать, что это не модный тренд, а в первую очередь, принадлежность к серьезной структуре! И только тогда общество станет уважать , порой застенчивых, настоящих защитников отечества!!",0
"Интересно, а славянской внешности люди в Российском южном регионе остались? Просрали уже весь Краснодар этим врагам.",1
Армане в городе,0
В России безвести пропадают тысячи человек и пора чтобы такие чурбаны пополняли эту статистику !!!,1
"Покажите мне такую страну, где славят тирана, Где победу в войне над собой отмечает народ. Покажите мне такую страну, где каждый - обманут, Где назад означает вперёд и наоборот. Не вращайте глобус, вы не найдёте, На планете Земля стран таких не отыскать, Кроме той роковой, в которой вы все не живёте, Не живёте, потому что нельзя это жизнью назвать. - ПРАВИЛЬНЫЕ СЛОВА НАШЕЙ ДЕЙСТВИТЕЛЬНОСТИ",0
Русская община сила и порядок. Каждый русский обязан вступить. Ради безопасности себя своей семьи и своих близких. Пусть методы у них лояльные но хоть какая то вера в помощь есть. Больше русским никто не поможет. РУССКИЕ ВСУПАЙТЕ В РУССКУЮ ОБЩИНУ!!!! ПОМОГАЙТЕ СВОИМ БРАТЬЯМ,1
Дура ибаная,1
"А если б и являлся, то что? Он бог теперь?",0
Сuка вот сuка швацажопая,1
Росеянен армян решил в жопу дать?,1
Бред идиота,1
Скажите спасибо путину за этого чypky,0
Это же не русский - ему можно.,0
Да хватит ждать и валить все на верхушку. Берите уже инициативу в свои руки. Неужели в шестером не придумают как угомонить этого урода? Да так чтобы больше эксцессов с его участием не было..,1
Натуральный и мерзкий уголовник!,1
"Для кубаноидов это нормально. Сейчас местные мусора соснут хуйца за так, а очередной рафик неуиновен поедет дальше творить дичь.",1
Да будет срач,0
Гаденыш. Скоро протоколами не отделаешься.,1
"Сейчас много ряженых будет,всех мастей и волостей!",0
"Какое СВО, армяне трусы по натуре , армяне мюсилчт по норам",1
"что характерно, что не новость то арманы. надо с арманами что-то делать, ну не могут арманы жить в цивилизованном обществе",0
Армани Ч л е н в кармане,0
"У нас в Донецке в1993 году шел захват рынков кавказцами, которые ещё и вели себя вызывающе. Кавказцы прицепились к девушке и за нее заступились шахтеры идущие с работы и кавказцы кинули в ноги шахтёрам гранату. Уже тогда ясно было, что начинается Чеченская война с элементами терроризма. Так Дончане устроили погромы на рынках, где Кавказцы сразу потеряли свою воинственность и прятались за милиционеров. Тогдашнее руководство Донецка приняло решение выселить всех без прописки Кавказцев, где их вылавливали в общагах и хостелах, и отправляли домой. Два года с Кавказа у нас никто не показывался, потом конечно начали приезжать и торговать. Но я вам скажу с тех пор все Кавказцы у нас ведут себя прилично.",0
Гасить пидора,1
Безнаказанность порождает вседозволенность,0
Чернильницы...,0
Отправить служить,0
А чё не отпиздили?Терпилы,1
Новые россияне должны быть лишены гражданства за ЛЮБЫЕ преступления как нарушившие присягу вступающего в гражданстао,0
а кто такая!!!! АРМАНА?????,0
Мусора продажные твари,1
"поиграл в сво,как говорится,теорию прошел.теперь маЛчика на практику в реальные земли сво надо направить .",0
Что сказать да нечего все берут на лапу такое время,0
А куда смотрит полиция. Они должны наводить плрядок и такого ублютка надо наказать.,1
Эти армены захватили весь краснодарский край поэтому его и отпустили по беерацке,1
Ара Ман имбицыл с рождения,1
Опять ДИАСПОРА ЗАНЕСЛА???,1
"Армяни нас предали,а власть все за них заступается,закон должен быть для всех одинаковый",0
Наши менты боятся чурок,1
Вот ещё одно доказательство некомпетентности наших властей когда уж возьмутся за всех мигрантов может плевать на Украину и начать свои города освобождать от нечести,0
Пускай отпускают дальше,0
Кудасова с Бандитского Петербурга на койхер приплели??,1
Посадить свинью,1
К Рамзану его на душевная беседу,0
Так сыр-бор из-за машин или использования символики???,0
"Дак надо его и отправить туда, раз фанат такой",0
"Росияне, 1 тут ваша не пляшет, 2 вы тут вообще не стояли, 3 будет команда, вас ваще гасить начнут, будет вам и СВО и месиВО!!!",1
это же золотой президентский фонд специалистов негодяев кавказсой национальности их наказывать нельзя хотя пристрелить давно уже хочется,1
Проблема в ФИО,0
"Таких ,, арманов сейчас, как на суке блох. Всегда будут примазанные. Противно, что никто это не отслеживает и не карает по закону. Работа правоохранительных органов, особенно в период СВО оставляет желать лучшего. За власть вообще, слов нет приличных.",1
"Да его уже за это надо наказать то что он прикрываясь нашими ребятами , которые погибают за него за его мирное небо над головой, тварь",1
пидор,1
Ценный специалист купил гражданство что хочет делать может,0
Топор либо молоток в личном обращении к этой обезьяне решит проблему!!! Но после этого обязательно сделать так чтобы его тело не нашлось. Дабы не было последствий!,0
"Срочно выдать ему паспорт, военник, повестку и на СВО в сапёрную роту.",1
В рашке всех Арменов и Джамшутов отпускают!,1
ВК рассадник для вражды и агрессии,0
На родину !,0
Изделие из латекса!,0
Менты продажные а этого козла выкинуть в Арманию что-бы воздух здесь не портил гнида,1
КРАСНОДАРСКИЕ МЕНТЫ СТОЯТ В УДОБНОЙ ПОЗЕ ДЛЯ АРМЯН,1
Опять чиркаши в маленьком Чикаго,1
Методы товарища Линча вам в помощь.,0
А при чем здесь участник СВО?! Теперь ему все позволено?!,0
НА СВО ССУЧЕНКА В ШТУРМОВИКИ...МОЖЕТ И БЭХУ СВОЮ ТУДА ВЗЯТЬ..,1
"Просто позорище. Вот реально взрослый мужик, прикрывается формой живя в своих кайфах, в то время как ребята в этой форме ежедневно рискуя своими жизнями охраняют покой этого козлопаса.",1
"Ему максимум права на осла, какое БМВ.",0
Просто наглая и отбитая тварь..,1
"Можно сказать, что это деморализация нашего воина, очернить, можно сказать, пытался... Уууу... Изверг",0
Всё пропало,0
Шайтан пронырливый...,1
Ну уж про символику это самое главное,0
Как и всегда надо понять и простить,0
"За такое этого чур. К. О. Б. Еса надо оп. У. С. Т.тить, пи.д. о. Р чёрный, какое право имел форму и шевроны одевать, у. Б. Лю. До. К",1
Пусть Арман валит в свою Арманию и там такие приколы вытворяет,1
А что у нас если участник СВО то он в приоритете и ему всё позволено,0
Благодарите толерантного путина,1
"К ногтю, гада!",1
"Эй вы там надо верху, спуститесь вниз, посмотрите, что вы натворили!",1
Обезьяну нужно было на месте сжечь живьём в его корыте,1
Из Адлера? Так он не новый Россиянин аааа Адлер ведь не Россия,1
"Откупился...тут претензии к властям...или скорее всего жаловаться в вышестоящие органы, вплоть до Путина",0
"По моему,помимо прочего административного,по поводу массового дтп,это явная статья по дескридитации ВС и символики.Как,интересно,выкрутится власть,в попытке замять это дело?",0
"На месте решать надо, как отпиздошили пеликана черножопого, в следующий раз так не будет делать",1
Чурбоёб позорный. Позор семьи! Позор матери и отца!,1
"Он говорил , что является участником сво , необходимо привлечь по уголовке .",0
"Готовый штурмовик, осталось отправить в мясорубку",0
"Всё, что надо знать о полиции Краснодара.",0
Сколько сейчас ряженых,0
"Путин продлил для мигрантов срок легализации в России Предыдущий указ, который Путин подписал в декабре 2024-го, предписывал мигрантам урегулировать свой правовой статус до 30 апреля. Теперь же иностранцы должны узаконить пребывание в России до 10 сентября 2025 года",0
Полезен опыт АЭ...,0
"Ну , пусть теперь этот джигит расплачивается за битые машины .",1
без СВО ноги отстрелить...,1
"Армян? Он щас в ЕС сбежит, они там трутся.",1
"Много-много таких клоунов по стране. Которые на сво сходили, лишь бы потом попиариться.",1
Чурка воздухан...,1
Да ужжж,0
Домой его отправить,0
...вот это голимый пидас черножопый!!!!!!,1
"ему всё можно это приезжий специалист , госдура таких поддерживает.",0
...много петухов ряженых будет и после СВО.,0
а не пора ли увольнять с волчьим билетом тех кто его отпустил?,0
"черножопые рамки уже давно потеряли ,из за беззубости власти,.которая только бабки гребёт ,и под себя законы пишет...",1
"ОТПУСТИЛИ, НАШИ ПРОДАЖНЫЕ МЕНТЫ",1
"При СССР посчитали всех людей, которые несли бревно с Лениным на субботнике. Их оказалось больше 800 человек. Сколько ветеранов будет в стране после окончания СВО? Они настоящих ветеранов повытесняют отовсюду.",0
Да на кол его посадить!,1
"МВД - частная контора. Все менты в ней просто менеджеры. Поэтому кто бошьше заплатил, тому услуги и предоставили. Сладких снов вам стадо.",1
Даже если бы он являлся участником СВО как это освобождает от нарушения?,0
Ещё один Ефремов выискался.,0
У армян сильная диаспора...,1
Черножопые...на хуй с России,1
"Если все встанем россияне против въезда не русских в Россию это хорошо. Только все говорят что мол нельзя пускать не русских ИТ.п..а мы все должны сказать нашему президенту путину. Хотя наш президент нас не слушает ему похуй на всё и на всех,путина надо гнать с президента",1
"Он уже поднял сумму - денег для того чтобы шли воевать за него, голосуйте дальше за Путина и он вас ещё больше поимеет",0
Путин это бывший мент... А как известно...бывших не бывает...а менты все продажные и т.п..!!!!!!!!!!!,1
"Как всегда, ничего человеческого",0
Домой армана,1
Или реально на сво,0
"Отправить его типа добровольно на сво. Пусть на фронте роет окопы, для стрельбы с лошади стоя...",1
Раком по всем баракам этого Армана и на родину выслать ссуку.,1
Паразит.,1
На парашу эту обезьяну.,1
"Много подобных каналов развелось, явно россиян готовят к национому раздору внутри страны! И главное находят свою аудиторию! Посмотрим, что Россия предпримет против нациков, внутри страны. Может сво понадобится внутри страны, хотя возможно они этого и добиваются.",0
Был конечно,0
"Красная линия, под слоем льда, возможно 2см в этом ракурсе, может искажать и, кажется, что гол, но, с камеры сверху, все иначе может быть и шайба полностью не пересекла линию, а для гола, шайба должна полностью пересечь линию ворот",0
"Давно пора оснащать шайбы датчиками, чтоб не разглядывать по пол часа.",0
